#iRMS=0.001250443514 0
lk   ukf_m4v   uks_m4v fh        fse	fl
1440.0  0.000000  0.000000  0.000000  0.000000  0.000000
1445.0  0.000000  0.000000  0.000000  0.000000  0.000000
1450.0  0.000000  0.000000  0.000000  0.000000  0.000000
1455.0  0.000000  0.000000  0.000000  0.000000  0.000000
1460.0  0.000000  0.000000  0.000000  0.000000  0.000000
1465.0  0.000000  0.000000  0.000000  0.000000  0.000000
1470.0  0.000000  0.000000  0.000000  0.000000  0.000000
1475.0  0.000000  0.000000  0.000000  0.000000  0.000000
1480.0  0.000000  0.000000  0.000000  0.000000  0.000000
1485.0  0.000000  0.000000  0.000000  0.000000  0.000000
1490.0  0.000000  0.000000  0.000000  0.000000  0.000000
1495.0  0.000000  0.000000  0.000000  0.000000  0.000000
1500.0  0.000000  0.000000  0.000000  0.000000  0.000000
1505.0  0.000000  0.000000  0.000000  0.000000  0.000000
1510.0  0.000000  0.000000  0.000000  0.000000  0.000000
1515.0  0.000000  0.000000  0.000000  0.000000  0.000000
1520.0  0.000000  0.000000  0.000000  0.000000  0.000000
1525.0  0.000000  0.000000  0.000000  0.000000  0.000000
1530.0  0.000000  0.000000  0.000000  0.000000  0.000000
1535.0  0.000000  0.000000  0.000000  0.000000  0.000000
1540.0  0.000000  0.000000  0.000000  0.000000  0.000000
1545.0  0.000000  0.000000  0.000000  0.000000  0.000000
1550.0  0.000000  0.000000  0.000000  0.000000  0.000000
1555.0  0.000000  0.000000  0.000000  0.000000  0.000000
1560.0  0.000000  0.000000  0.000000  0.000000  0.000000
1565.0  0.000000  0.000000  0.000000  0.000000  0.000000
1570.0  0.000000  0.000000  0.000000  0.000000  0.000000
1575.0  0.000000  0.000000  0.000000  0.000000  0.000000
1580.0  0.000000  0.000000  0.000000  0.000000  0.000000
1585.0  0.000000  0.000000  0.000000  0.000000  0.000000
1590.0  0.000000  0.000000  0.000000  0.000000  0.000000
1595.0  0.000000  0.000000  0.000000  0.000000  0.000000
1600.0  0.000000  0.000000  0.000000  0.000000  0.000000
1605.0  0.000000  0.000000  0.000000  0.000000  0.000000
1610.0  0.000000  0.000000  0.000000  0.000000  0.000000
1615.0  0.000000  0.000000  0.000000  0.000000  0.000000
1620.0  0.000000  0.000000  0.000000  0.000000  0.000000
1625.0  0.000000  0.000000  0.000000  0.000000  0.000000
1630.0  0.000000  0.000000  0.000000  0.000000  0.000000
1635.0  0.000000  0.000000  0.000000  0.000000  0.000000
1640.0  0.000000  0.000000  0.000000  0.000000  0.000000
1645.0  0.000000  0.000000  0.000000  0.000000  0.000000
1650.0  0.000000  0.000000  0.000000  0.000000  0.000000
1655.0  0.000000  0.000000  0.000000  0.000000  0.000000
1660.0  0.000000  0.000000  0.000000  0.000000  0.000000
1665.0  0.000000  0.000000  0.000000  0.000000  0.000000
1670.0  0.000000  0.000000  0.000000  0.000000  0.000000
1675.0  0.000000  0.000000  0.000000  0.000000  0.000000
1680.0  0.000000  0.000000  0.000000  0.000000  0.000000
1685.0  0.000000  0.000000  0.000000  0.000000  0.000000
1690.0  0.000000  0.000000  0.000000  0.000000  0.000000
1695.0  0.000000  0.000000  0.000000  0.000000  0.000000
1700.0  0.000000  0.000000  0.000000  0.000000  0.000000
1705.0  0.000000  0.000000  0.000000  0.000000  0.000000
1710.0  0.000000  0.000000  0.000000  0.000000  0.000000
1715.0  0.000000  0.000000  0.000000  0.000000  0.000000
1720.0  0.000000  0.000000  0.000000  0.000000  0.000000
1725.0  0.000000  0.000000  0.000000  0.000000  0.000000
1730.0  0.000000  0.000000  0.000000  0.000000  0.000000
1735.0  0.000000  0.000000  0.000000  0.000000  0.000000
1740.0  0.000000  0.000000  0.000000  0.000000  0.000000
1745.0  0.000000  0.000000  0.000000  0.000000  0.000000
1750.0  0.000000  0.000000  0.000000  0.000000  0.000000
1755.0  0.000000  0.000000  0.000000  0.000000  0.000000
1760.0  0.000000  0.000000  0.000000  0.000000  0.000000
1765.0  0.000000  0.000000  0.000000  0.000000  0.000000
1770.0  0.000000  0.000000  0.000000  0.000000  0.000000
1775.0  0.000000  0.000000  0.000000  0.000000  0.000000
1780.0  0.000000  0.000000  0.000000  0.000000  0.000000
1785.0  0.000000  0.000000  0.000000  0.000000  0.000000
1790.0  0.000000  0.000000  0.000000  0.000000  0.000000
1795.0  0.000000  0.000000  0.000000  0.000000  0.000000
1800.0  0.000000  0.000000  0.000000  0.000000  0.000000
1805.0  0.000000  0.000000  0.000000  0.000000  0.000000
1810.0  0.000000  0.000000  0.000000  0.000000  0.000000
1815.0  0.000000  0.000000  0.000000  0.000000  0.000000
1820.0  0.000000  0.000000  0.000000  0.000000  0.000000
1825.0  0.000000  0.000000  0.000000  0.000000  0.000000
1830.0  0.000000  0.000000  0.000000  0.000000  0.000000
1835.0  0.000000  0.000000  0.000000  0.000000  0.000000
1840.0  0.000000  0.000000  0.000000  0.000000  0.000000
1845.0  0.000000  0.000000  0.000000  0.000000  0.000000
1850.0  0.000000  0.000000  0.000000  0.000000  0.000000
1855.0  0.000000  0.000000  0.000000  0.000000  0.000000
1860.0  0.000000  0.000000  0.000000  0.000000  0.000000
1865.0  0.000000  0.000000  0.000000  0.000000  0.000000
1870.0  0.000000  0.000000  0.000000  0.000000  0.000000
1875.0  0.000000  0.000000  0.000000  0.000000  0.000000
1880.0  0.000000  0.000000  0.000000  0.000000  0.000000
1885.0  0.000000  0.000000  0.000000  0.000000  0.000000
1890.0  0.000000  0.000000  0.000000  0.000000  0.000000
1895.0  0.000000  0.000000  0.000000  0.000000  0.000000
1900.0  0.000000  0.000000  0.000000  0.000000  0.000000
1905.0  0.000000  0.000000  0.000000  0.000000  0.000000
1910.0  0.000000  0.000000  0.000000  0.000000  0.000000
1915.0  0.000000  0.000000  0.000000  0.000000  0.000000
1920.0  0.000000  0.000000  0.000000  0.000000  0.000000
1925.0  0.000000  0.000000  0.000000  0.000000  0.000000
1930.0  0.000000  0.000000  0.000000  0.000000  0.000000
1935.0  0.000000  0.000000  0.000000  0.000000  0.000000
1940.0  0.000000  0.000000  0.000000  0.000000  0.000000
1945.0  0.000000  0.000000  0.000000  0.000000  0.000000
1950.0  0.000000  0.000000  0.000000  0.000000  0.000000
1955.0  0.000000  0.000000  0.000000  0.000000  0.000000
1960.0  0.000000  0.000000  0.000000  0.000000  0.000000
1965.0  0.000000  0.000000  0.000000  0.000000  0.000000
1970.0  0.000000  0.000000  0.000000  0.000000  0.000000
1975.0  0.000000  0.000000  0.000000  0.000000  0.000000
1980.0  0.000000  0.000000  0.000000  0.000000  0.000000
1985.0  0.000000  0.000000  0.000000  0.000000  0.000000
1990.0  0.000000  0.000000  0.000000  0.000000  0.000000
1995.0  0.000000  0.000000  0.000000  0.000000  0.000000
2000.0  0.000000  0.000000  0.000000  0.000000  0.000000
2005.0  0.000000  0.000000  0.000000  0.000000  0.000000
2010.0  0.000000  0.000000  0.000000  0.000000  0.000000
2015.0  0.000000  0.000000  0.000000  0.000000  0.000000
2020.0  0.000000  0.000000  0.000000  0.000000  0.000000
2025.0  0.000000  0.000000  0.000000  0.000000  0.000000
2030.0  0.000000  0.000000  0.000000  0.000000  0.000000
2035.0  0.000000  0.000000  0.000000  0.000000  0.000000
2040.0  0.000000  0.000000  0.000000  0.000000  0.000000
2045.0  0.000000  0.000000  0.000000  0.000000  0.000000
2050.0  0.000000  0.000000  0.000000  0.000000  0.000000
2055.0  0.000000  0.000000  0.000000  0.000000  0.000000
2060.0  0.000000  0.000000  0.000000  0.000000  0.000000
2065.0  0.000000  0.000000  0.000000  0.000000  0.000000
2070.0  0.000000  0.000000  0.000000  0.000000  0.000000
2075.0  0.000000  0.000000  0.000000  0.000000  0.000000
2080.0  0.000000  0.000000  0.000000  0.000000  0.000000
2085.0  0.000000  0.000000  0.000000  0.000000  0.000000
2090.0  0.000000  0.000000  0.000000  0.000000  0.000000
2095.0  0.000000  0.000000  0.000000  0.000000  0.000000
2100.0  0.000000  0.000000  0.000000  0.000000  0.000000
2105.0  0.000000  0.000000  0.000000  0.000000  0.000000
2110.0  0.000000  0.000000  0.000000  0.000000  0.000000
2115.0  0.000000  0.000000  0.000000  0.000000  0.000000
2120.0  0.000000  0.000000  0.000000  0.000000  0.000000
2125.0  0.000000  0.000000  0.000000  0.000000  0.000000
2130.0  0.000000  0.000000  0.000000  0.000000  0.000000
2135.0  0.000000  0.000000  0.000000  0.000000  0.000000
2140.0  0.000000  0.000000  0.000000  0.000000  0.000000
2145.0  0.000000  0.000000  0.000000  0.000000  0.000000
2150.0  0.000000  0.000000  0.000000  0.000000  0.000000
2155.0  0.000000  0.000000  0.000000  0.000000  0.000000
2160.0  0.000000  0.000000  0.000000  0.000000  0.000000
2165.0  0.000000  0.000000  0.000000  0.000000  0.000000
2170.0  0.000000  0.000000  0.000000  0.000000  0.000000
2175.0  0.000000  0.000000  0.000000  0.000000  0.000000
2180.0  0.000000  0.000000  0.000000  0.000000  0.000000
2185.0  0.000000  0.000000  0.000000  0.000000  0.000000
2190.0  0.000000  0.000000  0.000000  0.000000  0.000000
2195.0  0.000000  0.000000  0.000000  0.000000  0.000000
2200.0  0.000000  0.000000  0.000000  0.000000  0.000000
2205.0  0.000000  0.000000  0.000000  0.000000  0.000000
2210.0  0.000000  0.000000  0.000000  0.000000  0.000000
2215.0  0.000000  0.000000  0.000000  0.000000  0.000000
2220.0  0.000000  0.000000  0.000000  0.000000  0.000000
2225.0  0.000000  0.000000  0.000000  0.000000  0.000000
2230.0  0.000000  0.000000  0.000000  0.000000  0.000000
2235.0  0.000000  0.000000  0.000000  0.000000  0.000000
2240.0  0.000000  0.000000  0.000000  0.000000  0.000000
2245.0  0.000000  0.000000  0.000000  0.000000  0.000000
2250.0  0.000000  0.000000  0.000000  0.000000  0.000000
2255.0  0.000000  0.000000  0.000000  0.000000  0.000000
2260.0  0.000000  0.000000  0.000000  0.000000  0.000000
2265.0  0.000000  0.000000  0.000000  0.000000  0.000000
2270.0  0.000000  0.000000  0.000000  0.000000  0.000000
2275.0  0.000000  0.000000  0.000000  0.000000  0.000000
2280.0  0.000000  0.000000  0.000000  0.000000  0.000000
2285.0  0.000000  0.000000  0.000000  0.000000  0.000000
2290.0  0.000000  0.000000  0.000000  0.000000  0.000000
2295.0  0.000000  0.000000  0.000000  0.000000  0.000000
2300.0  0.000000  0.000000  0.000000  0.000000  0.000000
2305.0  0.000000  0.000000  0.000000  0.000000  0.000000
2310.0  0.000000  0.000000  0.000000  0.000000  0.000000
2315.0  0.000000  0.000000  0.000000  0.000000  0.000000
2320.0  0.000000  0.000000  0.000000  0.000000  0.000000
2325.0  0.000000  0.000000  0.000000  0.000000  0.000000
2330.0  0.000000  0.000000  0.000000  0.000000  0.000000
2335.0  0.000000  0.000000  0.000000  0.000000  0.000000
2340.0  0.000000  0.000000  0.000000  0.000000  0.000000
2345.0  0.000000  0.000000  0.000000  0.000000  0.000000
2350.0  0.000000  0.000000  0.000000  0.000000  0.000000
2355.0  0.000000  0.000000  0.000000  0.000000  0.000000
2360.0  0.000000  0.000000  0.000000  0.000000  0.000000
2365.0  0.000000  0.000000  0.000000  0.000000  0.000000
2370.0  0.000000  0.000000  0.000000  0.000000  0.000000
2375.0  0.000000  0.000000  0.000000  0.000000  0.000000
2380.0  0.000000  0.000000  0.000000  0.000000  0.000000
2385.0  0.000000  0.000000  0.000000  0.000000  0.000000
2390.0  0.000000  0.000000  0.000000  0.000000  0.000000
2395.0  0.000000  0.000000  0.000000  0.000000  0.000000
2400.0  0.000000  0.000000  0.000000  0.000000  0.000000
2405.0  0.000000  0.000000  0.000000  0.000000  0.000000
2410.0  0.000000  0.000000  0.000000  0.000000  0.000000
2415.0  0.000000  0.000000  0.000000  0.000000  0.000000
2420.0  0.000000  0.000000  0.000000  0.000000  0.000000
2425.0  0.000000  0.000000  0.000000  0.000000  0.000000
2430.0  0.000000  0.000000  0.000000  0.000000  0.000000
2435.0  0.000000  0.000000  0.000000  0.000000  0.000000
2440.0  0.000000  0.000000  0.000000  0.000000  0.000000
2445.0  0.000000  0.000000  0.000000  0.000000  0.000000
2450.0  0.000000  0.000000  0.000000  0.000000  0.000000
2455.0  0.000000  0.000000  0.000000  0.000000  0.000000
2460.0  0.000000  0.000000  0.000000  0.000000  0.000000
2465.0  0.000000  0.000000  0.000000  0.000000  0.000000
2470.0  0.000000  0.000000  0.000000  0.000000  0.000000
2475.0  0.000000  0.000000  0.000000  0.000000  0.000000
2480.0  0.000000  0.000000  0.000000  0.000000  0.000000
2485.0  0.000000  0.000000  0.000000  0.000000  0.000000
2490.0  0.000000  0.000000  0.000000  0.000000  0.000000
2495.0  0.000000  0.000000  0.000000  0.000000  0.000000
2500.0  0.000000  0.000000  0.000000  0.000000  0.000000
2505.0  0.000000  0.000000  0.000000  0.000000  0.000000
2510.0  0.000000  0.000000  0.000000  0.000000  0.000000
2515.0  0.000000  0.000000  0.000000  0.000000  0.000000
2520.0  0.000000  0.000000  0.000000  0.000000  0.000000
2525.0  0.000000  0.000000  0.000000  0.000000  0.000000
2530.0  0.000000  0.000000  0.000000  0.000000  0.000000
2535.0  0.000000  0.000000  0.000000  0.000000  0.000000
2540.0  0.000000  0.000000  0.000000  0.000000  0.000000
2545.0  0.000000  0.000000  0.000000  0.000000  0.000000
2550.0  0.000000  0.000000  0.000000  0.000000  0.000000
2555.0  0.000000  0.000000  0.000000  0.000000  0.000000
2560.0  0.000000  0.000000  0.000000  0.000000  0.000000
2565.0  0.000000  0.000000  0.000000  0.000000  0.000000
2570.0  0.000000  0.000000  0.000000  0.000000  0.000000
2575.0  0.000000  0.000000  0.000000  0.000000  0.000000
2580.0  0.000000  0.000000  0.000000  0.000000  0.000000
2585.0  0.000000  0.000000  0.000000  0.000000  0.000000
2590.0  0.000000  0.000000  0.000000  0.000000  0.000000
2595.0  0.000000  0.000000  0.000000  0.000000  0.000000
2600.0  0.000000  0.000000  0.000000  0.000000  0.000000
2605.0  0.000000  0.000000  0.000000  0.000000  0.000000
2610.0  0.000000  0.000000  0.000000  0.000000  0.000000
2615.0  0.000000  0.000000  0.000000  0.000000  0.000000
2620.0  0.000000  0.000000  0.000000  0.000000  0.000000
2625.0  0.000000  0.000000  0.000000  0.000000  0.000000
2630.0  0.000000  0.000000  0.000000  0.000000  0.000000
2635.0  0.000000  0.000000  0.000000  0.000000  0.000000
2640.0  0.000000  0.000000  0.000000  0.000000  0.000000
2645.0  0.000000  0.000000  0.000000  0.000000  0.000000
2650.0  0.000000  0.000000  0.000000  0.000000  0.000000
2655.0  0.000000  0.000000  0.000000  0.000000  0.000000
2660.0  0.000000  0.000000  0.000000  0.000000  0.000000
2665.0  0.000000  0.000000  0.000000  0.000000  0.000000
2670.0  0.000000  0.000000  0.000000  0.000000  0.000000
2675.0  0.000000  0.000000  0.000000  0.000000  0.000000
2680.0  0.000000  0.000000  0.000000  0.000000  0.000000
2685.0  0.000000  0.000000  0.000000  0.000000  0.000000
2690.0  0.000000  0.000000  0.000000  0.000000  0.000000
2695.0  0.000000  0.000000  0.000000  0.000000  0.000000
2700.0  0.000000  0.000000  0.000000  0.000000  0.000000
2705.0  0.000000  0.000000  0.000000  0.000000  0.000000
2710.0  0.000000  0.000000  0.000000  0.000000  0.000000
2715.0  0.000000  0.000000  0.000000  0.000000  0.000000
2720.0  1.000000  0.000000  0.000001  0.000000  0.000000
2725.0  1.000000  0.000000  0.000001  0.000000  0.000000
2730.0  1.000000  0.000000  0.000001  0.000000  0.000000
2735.0  1.000000  0.000000  0.000001  0.000000  0.000000
2740.0  1.000000  0.000000  0.000001  0.000000  0.000000
2745.0  0.000000  0.000000  0.000000  0.000000  0.000000
2750.0  0.000000  0.000000  0.000000  0.000000  0.000000
2755.0  0.000000  0.000000  0.000000  0.000000  0.000000
2760.0  0.000000  0.000000  0.000000  0.000000  0.000000
2765.0  0.000000  0.000000  0.000000  0.000000  0.000000
2770.0  0.000000  0.000000  0.000000  0.000000  0.000000
2775.0  0.000000  0.000000  0.000000  0.000000  0.000000
2780.0  0.000000  0.000000  0.000000  0.000000  0.000000
2785.0  0.000000  0.000000  0.000000  0.000000  0.000000
2790.0  0.000000  0.000000  0.000000  0.000000  0.000000
2795.0  0.000000  0.000000  0.000000  0.000000  0.000000
2800.0  0.000000  0.000000  0.000000  0.000000  0.000000
2805.0  2.000000  0.000000  0.000002  0.000000  0.000000
2810.0  4.000000  0.000000  0.000004  0.000000  0.000000
2815.0  6.000000  0.000000  0.000006  0.000000  0.000000
2820.0  7.000000  0.000000  0.000007  0.000000  0.000000
2825.0  9.000000  0.000000  0.000009  0.000000  0.000000
2830.0  9.000000  0.000000  0.000009  0.000000  0.000000
2835.0  9.000000  0.000000  0.000009  0.000000  0.000000
2840.0  7.000000  0.000000  0.000007  0.000000  0.000000
2845.0  5.000000  0.000000  0.000005  0.000000  0.000000
2850.0  0.000000  0.000000  0.000000  0.000000  0.000000
2855.0  0.000000  0.000000  0.000000  0.000000  0.000000
2860.0  0.000000  0.000000  0.000000  0.000000  0.000000
2865.0  0.000000  0.000000  0.000000  0.000000  0.000000
2870.0  0.000000  0.000000  0.000000  0.000000  0.000000
2875.0  0.000000  0.000000  0.000000  0.000000  0.000000
2880.0  0.000000  0.000000  0.000000  0.000000  0.000000
2885.0  0.000000  0.000000  0.000000  0.000000  0.000000
2890.0  0.000000  0.000000  0.000000  0.000000  0.000000
2895.0  0.000000  0.000000  0.000000  0.000000  0.000000
2900.0  0.000000  0.000000  0.000000  0.000000  0.000000
2905.0  2.300000  0.000000  0.000023  0.000000  0.000000
2910.0  5.100000  0.000000  0.000051  0.000000  0.000000
2915.0  7.800000  0.000000  0.000078  0.000000  0.000000
2920.0  1.030000  0.000000  0.000103  0.000000  0.000000
2925.0  1.210000  0.000000  0.000121  0.000000  0.000000
2930.0  1.300000  0.000000  0.000130  0.000000  0.000000
2935.0  1.250000  0.000000  0.000125  0.000000  0.000000
2940.0  1.040000  0.000000  0.000104  0.000000  0.000000
2945.0  6.400000  0.000000  0.000064  0.000000  0.000000
2950.0  0.000000  0.000000  0.000000  0.000000  0.000000
2955.0  0.000000  0.000000  0.000000  0.000000  0.000000
2960.0  0.000000  0.000000  0.000000  0.000000  0.000000
2965.0  0.000000  0.000000  0.000000  0.000000  0.000000
2970.0  0.000000  0.000000  0.000000  0.000000  0.000000
2975.0  0.000000  0.000000  0.000000  0.000000  0.000000
2980.0  0.000000  0.000000  0.000000  0.000000  0.000000
2985.0  0.000000  0.000000  0.000000  0.000000  0.000000
2990.0  0.000000  0.000000  0.000000  0.000000  0.000000
2995.0  0.000000  0.000000  0.000000  0.000000  0.000000
3000.0  0.000000  0.000000  0.000000  0.000000  0.000000
3005.0  3.330000  0.000000  0.000333  0.000000  0.000000
3010.0  7.530000  0.000000  0.000753  0.000000  0.000000
3015.0  0.001250  0.000000  0.001250  0.000000  0.000000
3020.0  0.001812  0.000000  0.001812  0.000000  0.000000
3025.0  0.002427  0.000000  0.002427  0.000000  0.000000
3030.0  0.003084  0.000000  0.003084  0.000000  0.000000
3035.0  0.003773  0.000000  0.003773  0.000000  0.000000
3040.0  0.004481  0.000000  0.004481  0.000000  0.000000
3045.0  0.005198  0.000000  0.005198  0.000000  0.000000
3050.0  0.005911  0.000000  0.005911  0.000000  0.000000
3055.0  0.006612  0.000000  0.006612  0.000000  0.000000
3060.0  0.007296  0.000000  0.007296  0.000000  0.000000
3065.0  0.007960  0.000000  0.007960  0.000000  0.000000
3070.0  0.008601  0.000000  0.008601  0.000000  0.000000
3075.0  0.009218  0.000000  0.009218  0.000000  0.000000
3080.0  0.009806  0.000000  0.009806  0.000000  0.000000
3085.0  0.010363  0.000000  0.010363  0.000000  0.000000
3090.0  0.010887  0.000000  0.010887  0.000000  0.000000
3095.0  0.011374  0.000000  0.011374  0.000000  0.000000
3100.0  0.011823  0.000000  0.011823  0.000000  0.000000
3105.0  0.012232  0.000000  0.012232  0.000000  0.000000
3110.0  0.012617  0.000000  0.012617  0.000000  0.000000
3115.0  0.012992  0.000000  0.012992  0.000000  0.000000
3120.0  0.013375  0.000000  0.013375  0.000000  0.000000
3125.0  0.013782  0.000000  0.013782  0.000000  0.000000
3130.0  0.014229  0.000000  0.014229  0.000000  0.000000
3135.0  0.014733  0.000000  0.014733  0.000000  0.000000
3140.0  0.015310  0.000000  0.015310  0.000000  0.000000
3145.0  0.015976  0.000000  0.015976  0.000000  0.000000
3150.0  0.016749  0.000000  0.016749  0.000000  0.000000
3155.0  0.017635  0.000000  0.017635  0.000000  0.000000
3160.0  0.013158  0.006669  0.013158  0.000000  0.000000
3165.0  0.029066  0.011574  0.029066  0.000000  0.000000
3170.0  0.035426  0.018117  0.035426  0.000000  0.000000
3175.0  0.026841  0.006400  0.026841  0.000000  0.000000
3180.0  0.014618  0.009684  0.014618  0.000000  0.000000
3185.0  0.023319  0.000000  0.023319  0.000000  0.000000
3190.0  0.023962  0.000000  0.023962  0.000000  0.000000
3195.0  0.013624  0.013212  0.013624  0.000000  0.000000
3200.0  0.005950  0.000000  0.005950  0.000000  0.000000
3205.0  0.012244  0.000000  0.012244  0.000000  0.000000
3210.0  0.027999  0.000000  0.027999  0.000000  0.000000
3215.0  0.053737  0.000000  0.053737  0.000000  0.000000
3220.0  0.063594  0.000000  0.063594  0.000000  0.000000
3225.0  0.037511  0.000000  0.037511  0.000000  0.000000
3230.0  0.005055  0.000000  0.005055  0.000000  0.000000
3235.0  0.000000  0.000000  0.000000  0.000000  0.000000
3240.0  0.004816  0.000000  0.004816  0.000000  0.000000
3245.0  0.009251  0.000000  0.009251  0.000000  0.000000
3250.0  0.009437  0.000000  0.009437  0.000000  0.000000
3255.0  0.008079  0.000000  0.008079  0.000000  0.000000
3260.0  0.009276  0.000000  0.009276  0.000000  0.000000
3265.0  0.015121  0.000000  0.015121  0.000000  0.000000
3270.0  0.018289  0.000000  0.018289  0.000000  0.000000
3275.0  0.012990  0.000000  0.012990  0.000000  0.000000
3280.0  0.008993  0.000000  0.008993  0.000000  0.000000
3285.0  0.016018  0.000000  0.016018  0.000000  0.000000
3290.0  0.028030  0.000000  0.028030  0.000000  0.000000
3295.0  0.036315  0.000000  0.036315  0.000000  0.000000
3300.0  0.037202  0.000000  0.037202  0.000000  0.000000
3305.0  0.030462  0.000000  0.030462  0.000000  0.000000
3310.0  0.024601  0.000000  0.024601  0.000000  0.000000
3315.0  0.028205  0.000000  0.028205  0.000000  0.000000
3320.0  0.041473  0.000000  0.041473  0.000000  0.000000
3325.0  0.059857  0.000000  0.059857  0.000000  0.000000
3330.0  0.068234  0.000000  0.068234  0.000000  0.000000
3335.0  0.054859  0.000000  0.054859  0.000000  0.000000
3340.0  0.032086  0.000000  0.032086  0.000000  0.000000
3345.0  0.015756  0.000000  0.015756  0.000000  0.000000
3350.0  0.011562  0.000000  0.011562  0.000000  0.000000
3355.0  0.020075  0.000000  0.020075  0.000000  0.000000
3360.0  0.031534  0.000000  0.031534  0.000000  0.000000
3365.0  0.036826  0.000000  0.036826  0.000000  0.000000
3370.0  0.039743  0.000000  0.039743  0.000000  0.000000
3375.0  0.045673  0.000000  0.045673  0.000000  0.000000
3380.0  0.053473  0.000000  0.053473  0.000000  0.000000
3385.0  0.060440  0.000000  0.060440  0.000000  0.000000
3390.0  0.064164  0.000000  0.064164  0.000000  0.000000
3395.0  0.062655  0.000000  0.062655  0.000000  0.000000
3400.0  0.055290  0.000000  0.055290  0.000000  0.000000
3405.0  0.042878  0.000000  0.042878  0.000000  0.000000
3410.0  0.030589  0.000000  0.030589  0.000000  0.000000
3415.0  0.023555  0.000000  0.023555  0.000000  0.000000
3420.0  0.022404  0.000000  0.022404  0.000000  0.000000
3425.0  0.026750  0.000000  0.026750  0.000000  0.000000
3430.0  0.036673  0.000000  0.036673  0.000000  0.000000
3435.0  0.051279  0.000000  0.051279  0.000000  0.000000
3440.0  0.065324  0.000000  0.065324  0.000000  0.000000
3445.0  0.072776  0.000000  0.072776  0.000000  0.000000
3450.0  0.068802  0.000000  0.068802  0.000000  0.000000
3455.0  0.053148  0.000000  0.053148  0.000000  0.000000
3460.0  0.042663  0.000000  0.042663  0.000000  0.000000
